,id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,id_parcelle,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,surface_terrain,longitude,latitude
8308,2020-3307,2020-03-05,1,Vente,2792.0,,LES ROCHES,B161,1460.0,01267,Nurieux-Volognat,01,01267000ZH0006,0,,,,,T,terres,3548.0,5.517442,46.214322
8309,2020-3307,2020-03-05,1,Vente,2792.0,,LES ROCHES,B161,1460.0,01267,Nurieux-Volognat,01,01267000ZH0006,0,,,,,T,terres,3549.0,5.517442,46.214322
8310,2020-3307,2020-03-05,1,Vente,2792.0,,EN BULIEZE,B023,1460.0,01267,Nurieux-Volognat,01,01267000ZI0005,0,,,,,P,prés,6863.0,5.50456,46.205633
8311,2020-3308,2020-02-24,1,Vente,40.0,,CROZET,B022,1170.0,01135,Crozet,01,011350000C1720,0,,,,,S,sols,8.0,6.013536,46.279286
8312,2020-3309,2020-03-13,1,Vente,5000.0,,LE FIARLOZ,B011,1510.0,01022,Artemare,01,010220000A0604,0,,,,,S,sols,15.0,5.677982,45.868856
8313,2020-3309,2020-03-13,1,Vente,5000.0,,LE FIARLOZ,B011,1510.0,01022,Artemare,01,010220000A0605,0,,,,,VI,vignes,2870.0,5.678329,45.869179
8314,2020-3309,2020-03-13,1,Vente,5000.0,,EN PETTERIN,B102,1260.0,01036,Valromey-sur-Séran,01,010360000B0682,0,,,,,L,landes,3570.0,5.676649,45.867642
8315,2020-3310,2020-03-16,1,Vente,205000.0,5217.0,SERPILLAT,B044,1300.0,01141,Cuzieu,01,011410000B1236,0,1.0,Maison,91.0,4.0,S,sols,1028.0,5.674161,45.826839
8316,2020-3311,2020-03-12,1,Vente,1300.0,,AU MUTIN,B139,1300.0,01015,Arboys en Bugey,01,010150000A0327,0,,,,,L,landes,1056.0,5.658805,45.749204
8317,2020-3311,2020-03-12,1,Vente,1300.0,,PRES DE LELES,B177,1300.0,01015,Arboys en Bugey,01,010150000A0337,0,,,,,L,landes,410.0,5.658645,45.748674
8320,2020-3313,2020-03-20,1,Vente,105000.0,207.0,AV JULES PELLAUDIN,0420,1500.0,01004,Ambérieu-en-Bugey,01,01004000BL0284,0,1.0,Maison,100.0,5.0,S,sols,260.0,5.377495,45.939761
8321,2020-3313,2020-03-20,1,Vente,105000.0,1.0,CHE DES ABBEANCHES,0006,1500.0,01004,Ambérieu-en-Bugey,01,01004000BL0285,0,1.0,Maison,30.0,1.0,S,sols,71.0,5.377629,45.939789
8324,2020-3315,2020-03-20,1,Vente,494862.5,,GROSSIGNON,B096,1220.0,01143,Divonne-les-Bains,01,01143000AT0029,0,,,,,S,sols,2034.0,6.123026,46.3447
8325,2020-3315,2020-03-20,1,Vente,494862.5,,GROSSIGNON,B096,1220.0,01143,Divonne-les-Bains,01,01143000AT0148,0,,,,,S,sols,378.0,6.121306,46.345705
8326,2020-3315,2020-03-20,1,Vente,494862.5,5013.0,CHE DE TIR - MIR,0711,1220.0,01143,Divonne-les-Bains,01,01143000AT0195,0,1.0,Maison,95.0,4.0,S,sols,326.0,6.121898,46.345131
8327,2020-3315,2020-03-20,1,Vente,494862.5,5041.0,CHE DE TIR - MIR,0711,1220.0,01143,Divonne-les-Bains,01,01143000AT0225,0,1.0,Maison,102.0,5.0,S,sols,678.0,6.121517,46.34643
8328,2020-3315,2020-03-20,1,Vente,494862.5,,GROSSIGNON,B096,1220.0,01143,Divonne-les-Bains,01,01143000AT0240,0,,,,,S,sols,3436.0,6.121771,46.345712
8329,2020-3315,2020-03-20,1,Vente,494862.5,,GROSSIGNON,B096,1220.0,01143,Divonne-les-Bains,01,01143000AT0241,0,,,,,S,sols,535.0,6.122113,46.346569
8330,2020-3315,2020-03-20,1,Vente,494862.5,,GROSSIGNON,B096,1220.0,01143,Divonne-les-Bains,01,01143000AT0242,0,,,,,S,sols,681.0,6.12172,46.34662
8331,2020-3315,2020-03-20,1,Vente,494862.5,,GROSSIGNON,B096,1220.0,01143,Divonne-les-Bains,01,01143000AT0247,0,,,,,S,sols,63.0,6.12238,46.346133
8332,2020-3315,2020-03-20,1,Vente,494862.5,,GROSSIGNON,B096,1220.0,01143,Divonne-les-Bains,01,01143000AT0250,0,,,,,S,sols,91.0,6.122099,46.34632
8333,2020-3315,2020-03-20,1,Vente,494862.5,,GROSSIGNON,B096,1220.0,01143,Divonne-les-Bains,01,01143000AT0253,0,,,,,S,sols,85.0,6.12181,46.346517
8341,2020-3320,2020-03-11,1,Vente,270000.0,414.0,RUE ANTOINE FAVRE,0030,1200.0,01033,Valserhône,01,01033000AH0235,0,1.0,Maison,100.0,5.0,S,sols,460.0,5.821783,46.115392
8346,2020-3324,2020-03-10,1,Vente,53000.0,,EN PRELAT,B049,1100.0,01171,Géovreisset,01,011710000A1801,0,,,,,AB,terrains a bâtir,505.0,5.6226,46.255887
8347,2020-3324,2020-03-10,1,Vente,53000.0,,EN PRELAT,B049,1100.0,01171,Géovreisset,01,011710000A1805,0,,,,,S,sols,341.0,5.622895,46.256007
8348,2020-3325,2020-03-20,2,Vente,67500.0,,LE CHAILLET,B003,1130.0,01298,Plagne,01,012980000A0703,0,,,,,PA,pâtures,439.0,5.713752,46.178571
8349,2020-3325,2020-03-20,2,Vente,67500.0,,LE CHAILLET,B003,1130.0,01298,Plagne,01,012980000A0706,0,,,,,PA,pâtures,447.0,5.71361,46.178558
8350,2020-3325,2020-03-20,2,Vente,67500.0,,LE CHAILLET,B003,1130.0,01298,Plagne,01,012980000A0709,0,,,,,PA,pâtures,585.0,5.713457,46.178608
8351,2020-3325,2020-03-20,2,Vente,67500.0,,LE CHAILLET,B003,1130.0,01298,Plagne,01,012980000A0711,0,,,,,P,prés,26.0,5.713424,46.17838
8352,2020-3325,2020-03-20,2,Vente,67500.0,,LE CHAILLET,B003,1130.0,01298,Plagne,01,012980000A0713,0,,,,,P,prés,3.0,5.713537,46.178365
8353,2020-3326,2020-03-16,1,Vente,173500.0,,LE BUGNON,B008,1130.0,01152,Échallon,01,011520000H0128,0,,,,,BT,taillis simples,590.0,5.724718,46.218506
8354,2020-3326,2020-03-16,1,Vente,173500.0,251.0,RUE DES INCHEES,0053,1130.0,01152,Échallon,01,011520000H0131,0,1.0,Maison,125.0,7.0,S,sols,870.0,5.724628,46.218688
8355,2020-3326,2020-03-16,1,Vente,173500.0,,LE BUGNON,B008,1130.0,01152,Échallon,01,011520000H0292,0,,,,,P,prés,30.0,5.724966,46.218691
8356,2020-3327,2020-03-16,1,Vente,105500.0,45.0,RUE DES PUITS,0108,1430.0,01067,Ceignes,01,01067000AB0238,0,1.0,Maison,106.0,4.0,S,sols,819.0,5.498905,46.12026
8357,2020-3327,2020-03-16,1,Vente,105500.0,,AU JONC,B065,1430.0,01067,Ceignes,01,01067000AB0240,0,,,,,P,prés,3542.0,5.498643,46.119792
8358,2020-3328,2020-03-19,1,Vente,1650.0,,PRE TRICOD,B034,1130.0,01269,Nantua,01,01269000AI0148,0,,,,,L,landes,3614.0,5.627028,46.140194
8361,2020-3330,2020-03-12,1,Vente,124300.0,,LA COMBE,B025,1200.0,01033,Valserhône,01,01033000AI0265,0,,,,,S,sols,480.0,5.825915,46.110011
8362,2020-3331,2020-03-23,1,Vente,235822.0,4.0,RUE DES BOUTONS D'OR,0014,1500.0,01007,Ambronay,01,01007000AC0069,0,1.0,Maison,116.0,7.0,S,sols,748.0,5.36417,46.001864
8363,2020-3332,2020-03-07,1,Vente,250000.0,,SORBIER,B127,1300.0,01286,Parves et Nattages,01,012860000B0560,0,,,,,S,sols,930.0,5.749902,45.743905
8364,2020-3332,2020-03-07,1,Vente,250000.0,,SORBIER,B127,1300.0,01286,Parves et Nattages,01,012860000B0625,0,,,,,S,sols,83.0,5.750083,45.743765
8365,2020-3332,2020-03-07,1,Vente,250000.0,,SORBIER,B127,1300.0,01286,Parves et Nattages,01,012860000B0626,0,,,,,P,prés,89.0,5.750493,45.743746
8366,2020-3332,2020-03-07,1,Vente,250000.0,,SORBIER,B127,1300.0,01286,Parves et Nattages,01,012860000B0679,0,,,,,P,prés,1695.0,5.750948,45.744165
8367,2020-3332,2020-03-07,1,Vente,250000.0,,SORBIER,B127,1300.0,01286,Parves et Nattages,01,012860000B0679,0,,,,,S,sols,500.0,5.750948,45.744165
8368,2020-3332,2020-03-07,1,Vente,250000.0,833.0,RTE DE SORBIER,0105,1300.0,01286,Parves et Nattages,01,012860000B0734,0,1.0,Maison,136.0,4.0,S,sols,758.0,5.750638,45.744009
8369,2020-3332,2020-03-07,1,Vente,250000.0,,SORBIER,B127,1300.0,01286,Parves et Nattages,01,012860000B0738,0,,,,,T,terres,1344.0,5.750359,45.743859
8370,2020-3332,2020-03-07,1,Vente,250000.0,,SORBIER,B127,1300.0,01286,Parves et Nattages,01,01286000WM0013,0,,,,,P,prés,3731.0,5.751619,45.743974
8390,2020-3341,2020-03-10,1,Vente,400.0,,EN TRELAVILLE,B145,1450.0,01404,Serrières-sur-Ain,01,014040000E0196,0,,,,,T,terres,585.0,5.464461,46.164838
8391,2020-3342,2020-03-16,1,Vente,54640.0,,GRAND CARRE,B085,1550.0,01158,Farges,01,01158000ZA0120,0,,,,,T,terres,5464.0,5.911157,46.170314
8392,2020-3343,2020-03-16,1,Vente,350000.0,9.0,LOT FONTAINE BARON,A000,1200.0,01189,Injoux-Génissiat,01,011890000B1684,0,1.0,Maison,125.0,4.0,S,sols,899.0,5.777508,46.059064
8395,2020-3346,2020-03-16,1,Vente,1780000.0,160.0,AV NORMANDIE NIEMEN,0719,1200.0,01033,Valserhône,01,01033458AD0190,0,4.0,Local industriel. commercial ou assimilé,,,S,sols,1000.0,5.807914,46.118724
8396,2020-3346,2020-03-16,1,Vente,1780000.0,160.0,AV NORMANDIE NIEMEN,0719,1200.0,01033,Valserhône,01,01033458AD0190,0,4.0,Local industriel. commercial ou assimilé,,,P,prés,6621.0,5.807914,46.118724
8397,2020-3346,2020-03-16,1,Vente,1780000.0,,AUX ECHARMASSES,B306,1200.0,01033,Valserhône,01,01033458AD0308,0,,,,,AB,terrains a bâtir,1901.0,5.808333,46.11839
8398,2020-3346,2020-03-16,1,Vente,1780000.0,,AUX ECHARMASSES,B306,1200.0,01033,Valserhône,01,01033458AD0477,0,,,,,T,terres,266.0,5.808314,46.118307
8409,2020-3351,2020-03-24,1,Vente,4000.0,,AUX PARFATIERES,B180,1500.0,01004,Ambérieu-en-Bugey,01,01004000AT0046,0,,,,,L,landes,318.0,5.35865,45.971433
8410,2020-3351,2020-03-24,1,Vente,4000.0,,PRES DE NANTET,B222,1500.0,01004,Ambérieu-en-Bugey,01,01004000AV0086,0,,,,,P,prés,931.0,5.362448,45.970985
8411,2020-3351,2020-03-24,1,Vente,4000.0,,PRES DE NANTET,B222,1500.0,01004,Ambérieu-en-Bugey,01,01004000AV0112,0,,,,,P,prés,435.0,5.363566,45.970391
8412,2020-3351,2020-03-24,1,Vente,4000.0,,LE BEUBLE,B020,1500.0,01004,Ambérieu-en-Bugey,01,01004000AW0123,0,,,,,L,landes,165.0,5.35991,45.965471
8413,2020-3352,2020-03-17,1,Vente,176010.0,305.0,CHE FONTAINE D ORCET,0220,1110.0,01185,Plateau d'Hauteville,01,011850000A0836,0,1.0,Maison,113.0,3.0,P,prés,1816.0,5.610059,45.970562
8414,2020-3353,2020-03-19,1,Vente,1.0,,LE BOURG,B005,1420.0,01215,Surjoux-Lhopital,01,012150000B0267,0,,,,,S,sols,9.0,5.778396,46.021436
8415,2020-3354,2020-03-04,1,Vente,685000.0,614.0,RUE DE ROGELAND,0661,1170.0,01173,Gex,01,01173000AB0070,0,1.0,Maison,187.0,7.0,P,prés,1138.0,6.055794,46.344015
8416,2020-3354,2020-03-04,1,Vente,685000.0,614.0,RUE DE ROGELAND,0661,1170.0,01173,Gex,01,01173000AB0070,0,1.0,Maison,187.0,7.0,S,sols,512.0,6.055794,46.344015
8417,2020-3354,2020-03-04,1,Vente,685000.0,,PRE VERT,B083,1170.0,01173,Gex,01,01173000AB0074,0,,,,,S,sols,2005.0,6.054962,46.343173
8418,2020-3354,2020-03-04,1,Vente,685000.0,614.0,RUE DE ROGELAND,0661,1170.0,01173,Gex,01,01173000AB0075,0,4.0,Local industriel. commercial ou assimilé,,0.0,S,sols,80.0,6.054641,46.342863
8421,2020-3356,2020-03-27,1,Vente,125000.0,,LA COMBETTE,B085,1500.0,01004,Ambérieu-en-Bugey,01,01004000AO0811,0,,,,,J,jardins,177.0,5.351426,45.961424
8422,2020-3356,2020-03-27,1,Vente,125000.0,,EN PAILLETANT,B176,1500.0,01004,Ambérieu-en-Bugey,01,01004000BC0338,0,,,,,P,prés,572.0,5.366896,45.958087
8423,2020-3356,2020-03-27,1,Vente,125000.0,,EN PAILLETANT,B176,1500.0,01004,Ambérieu-en-Bugey,01,01004000BC0339,0,,,,,P,prés,493.0,5.366658,45.957956
8424,2020-3356,2020-03-27,1,Vente,125000.0,,VAREILLES MARAIS,B275,1500.0,01004,Ambérieu-en-Bugey,01,01004000BH0014,0,,,,,P,prés,2370.0,5.366466,45.957316
8425,2020-3356,2020-03-27,1,Vente,125000.0,79.0,RUE DE VAREILLES,0650,1500.0,01004,Ambérieu-en-Bugey,01,01004000BH0033,0,1.0,Maison,112.0,5.0,S,sols,95.0,5.366359,45.956555
8426,2020-3356,2020-03-27,1,Vente,125000.0,,VAREILLES MARAIS,B275,1500.0,01004,Ambérieu-en-Bugey,01,01004000BH0034,0,,,,,S,sols,915.0,5.366286,45.956691
8427,2020-3356,2020-03-27,1,Vente,125000.0,,VAREILLES MARAIS,B275,1500.0,01004,Ambérieu-en-Bugey,01,01004000BH0035,0,,,,,S,sols,381.0,5.366192,45.956863
8428,2020-3357,2020-03-10,1,Vente,1305.5,,AU BAUON,B002,1110.0,01121,Corlier,01,011210000C0154,0,,,,,BR,futaies résineuses,338.0,5.488828,46.031273
8429,2020-3357,2020-03-10,1,Vente,1305.5,,AU BAUON,B002,1110.0,01121,Corlier,01,011210000C0155,0,,,,,L,landes,23.0,5.488885,46.031215
8430,2020-3357,2020-03-10,1,Vente,1305.5,,AU BAUON,B002,1110.0,01121,Corlier,01,011210000C0156,0,,,,,BT,taillis simples,712.0,5.489215,46.031338
8431,2020-3357,2020-03-10,1,Vente,1305.5,,AU BAUON,B002,1110.0,01121,Corlier,01,011210000C0157,0,,,,,BT,taillis simples,237.0,5.489711,46.031397
8432,2020-3357,2020-03-10,1,Vente,1305.5,,AU BAUON,B002,1110.0,01121,Corlier,01,011210000C0166,0,,,,,BR,futaies résineuses,2060.0,5.488299,46.031578
8433,2020-3358,2020-03-10,1,Vente,4236.0,,AU BAUON,B002,1110.0,01121,Corlier,01,011210000C0168,0,,,,,BT,taillis simples,2830.0,5.487659,46.031541
8434,2020-3359,2020-03-12,1,Vente,20000.0,,PONT HAMEAU,B415,1260.0,01036,Valromey-sur-Séran,01,010364420A1153,0,,,,,S,sols,100.0,5.691637,45.884582
8435,2020-3359,2020-03-12,1,Vente,20000.0,,COTES DE DON,B383,1260.0,01036,Valromey-sur-Séran,01,010364420A1295,0,,,,,P,prés,855.0,5.694091,45.881054
8437,2020-3361,2020-03-16,2,Vente,50000.0,,LE GENOUD,B116,1500.0,01007,Ambronay,01,01007000ZX0132,0,,,,,S,sols,200.0,5.318905,46.008354
8438,2020-3361,2020-03-16,2,Vente,50000.0,,LE GENOUD,B116,1500.0,01007,Ambronay,01,01007000ZX0469,0,,,,,S,sols,257.0,5.318912,46.008358
8439,2020-3362,2020-03-18,1,Vente,310.0,,LA VERCHERE,B202,1580.0,01410,Sonthonnax-la-Montagne,01,014100000B0162,0,,,,,L,landes,863.0,5.505436,46.228065
8440,2020-3362,2020-03-18,1,Vente,310.0,,LA VERCHERE,B202,1580.0,01410,Sonthonnax-la-Montagne,01,014100000B0162,0,,,,,BR,futaies résineuses,850.0,5.505436,46.228065
8441,2020-3362,2020-03-18,1,Vente,310.0,,MONT GRISET,B128,1580.0,01410,Sonthonnax-la-Montagne,01,014100000B0420,0,,,,,BR,futaies résineuses,1472.0,5.515257,46.226966
8442,2020-3363,2020-02-25,1,Vente,5700.0,,PRE SAINT JEAN,B634,1110.0,01185,Plateau d'Hauteville,01,011851860A0011,0,,,,,BR,futaies résineuses,2458.0,5.557038,45.899486
8443,2020-3363,2020-02-25,1,Vente,5700.0,,EN LA REMONDIERE,B646,1110.0,01185,Plateau d'Hauteville,01,011851860B0145,0,,,,,BT,taillis simples,1139.0,5.548424,45.90635
8444,2020-3363,2020-02-25,1,Vente,5700.0,,EN LA REMONDIERE,B646,1110.0,01185,Plateau d'Hauteville,01,011851860B0168,0,,,,,BT,taillis simples,1095.0,5.547813,45.907659
8445,2020-3363,2020-02-25,1,Vente,5700.0,,EN LA REMONDIERE,B646,1110.0,01185,Plateau d'Hauteville,01,011851860B0178,0,,,,,BT,taillis simples,431.0,5.547696,45.907896
8446,2020-3363,2020-02-25,1,Vente,5700.0,,EN LA REMONDIERE,B646,1110.0,01185,Plateau d'Hauteville,01,011851860B0219,0,,,,,BT,taillis simples,1253.0,5.543853,45.908469
8447,2020-3363,2020-02-25,1,Vente,5700.0,,EN LA REMONDIERE,B646,1110.0,01185,Plateau d'Hauteville,01,011851860B0223,0,,,,,BT,taillis simples,396.0,5.543738,45.908707
8448,2020-3363,2020-02-25,1,Vente,5700.0,,EN CHEZIEU,B583,1110.0,01185,Plateau d'Hauteville,01,011851860B0305,0,,,,,BT,taillis simples,598.0,5.544652,45.909165
8449,2020-3363,2020-02-25,1,Vente,5700.0,,LA FIN DE JAILLOT,B608,1110.0,01185,Plateau d'Hauteville,01,01185186ZB0056,0,,,,,BR,futaies résineuses,6247.0,5.555816,45.910158
8450,2020-3364,2020-02-25,2,Vente,3000.0,,CHAZOT,B581,1110.0,01185,Plateau d'Hauteville,01,011851860B0006,0,,,,,BT,taillis simples,214.0,5.547857,45.908618
8451,2020-3364,2020-02-25,2,Vente,3000.0,,CHAZOT,B581,1110.0,01185,Plateau d'Hauteville,01,011851860B0014,0,,,,,BT,taillis simples,300.0,5.548446,45.907876
8452,2020-3364,2020-02-25,2,Vente,3000.0,,LA FIN DE JAILLOT,B608,1110.0,01185,Plateau d'Hauteville,01,01185186ZB0008,0,,,,,BR,futaies résineuses,3690.0,5.553803,45.914892
8453,2020-3364,2020-02-25,2,Vente,3000.0,,LA FIN DE JAILLOT,B608,1110.0,01185,Plateau d'Hauteville,01,01185186ZB0008,0,,,,,P,prés,2000.0,5.553803,45.914892
8454,2020-3365,2020-03-13,3,Vente,65000.0,5063.0,SAINT MARTIN VILLAGE,B086,1510.0,01372,Saint-Martin-de-Bavel,01,013720000A1049,0,1.0,Maison,110.0,4.0,S,sols,335.0,5.677076,45.849094
8455,2020-3365,2020-03-13,3,Vente,65000.0,,SAINT MARTIN VILLAGE,B086,1510.0,01372,Saint-Martin-de-Bavel,01,013720000A1051,0,,,,,S,sols,4.0,5.677013,45.849045
8456,2020-3365,2020-03-13,3,Vente,65000.0,,SAINT MARTIN VILLAGE,B086,1510.0,01372,Saint-Martin-de-Bavel,01,013720000A1057,0,,,,,S,sols,10.0,5.676989,45.849044
8457,2020-3366,2020-03-26,1,Vente,123520.0,4.0,QUAI LUCIEN FRANC,0215,1230.0,01384,Saint-Rambert-en-Bugey,01,01384000AE0315,0,1.0,Maison,104.0,6.0,S,sols,130.0,5.438065,45.948343
8458,2020-3367,2020-03-19,2,Vente,9800.0,,AVOUZON,B002,1170.0,01135,Crozet,01,011350000B0620,0,,,,,S,sols,70.0,6.024092,46.285491
8469,2020-3374,2020-03-17,1,Vente,551950.0,11.0,RUE DES BLEUETS,0020,1710.0,01419,Thoiry,01,01419000AB0190,0,1.0,Maison,150.0,5.0,S,sols,818.0,5.990431,46.248156
8473,2020-3378,2020-03-18,1,Vente,100.0,,COMBE FALOUX,B063,1640.0,01002,L'Abergement-de-Varey,01,01002000AC0531,0,,,,,P,prés,300.0,5.420253,46.008783
8474,2020-3378,2020-03-18,1,Vente,100.0,,EN LATARDON,B107,1640.0,01002,L'Abergement-de-Varey,01,01002000AD0058,0,,,,,P,prés,152.0,5.423959,46.008661
8475,2020-3378,2020-03-18,1,Vente,100.0,,EN LATARDON,B107,1640.0,01002,L'Abergement-de-Varey,01,01002000AD0064,0,,,,,P,prés,265.0,5.423699,46.008776
8476,2020-3379,2020-03-24,1,Vente,130000.0,45.0,AV JEAN FALCONNIER,0179,1350.0,01138,Culoz,01,01138000AP0554,0,1.0,Maison,180.0,1.0,S,sols,102.0,5.782129,45.848222
8478,2020-3381,2020-03-31,1,Vente,75000.0,,ARDOSSET,B004,1350.0,01073,Ceyzérieu,01,010730000G0367,0,,,,,T,terres,633.0,5.708419,45.840991
8479,2020-3381,2020-03-31,1,Vente,75000.0,,ARDOSSET,B004,1350.0,01073,Ceyzérieu,01,010730000G0368,0,,,,,S,sols,84.0,5.708179,45.840796
8480,2020-3381,2020-03-31,1,Vente,75000.0,,ARDOSSET,B004,1350.0,01073,Ceyzérieu,01,010730000G0369,0,,,,,S,sols,88.0,5.708136,45.840836
8481,2020-3381,2020-03-31,1,Vente,75000.0,,ARDOSSET,B004,1350.0,01073,Ceyzérieu,01,010730000G0370,0,,,,,S,sols,82.0,5.70814,45.840887
8484,2020-3383,2020-03-12,1,Vente,609250.0,28.0,LOT DESSUS LE MOULIN,A037,1630.0,01360,Saint-Jean-de-Gonville,01,013600000D1339,0,1.0,Maison,130.0,5.0,S,sols,1065.0,5.94736,46.211597
8485,2020-3384,2020-03-17,1,Vente,600000.0,56.0,RUE DES BIOLLES,0008,1170.0,01135,Crozet,01,011350000D0770,0,4.0,Local industriel. commercial ou assimilé,215.0,0.0,S,sols,1390.0,6.02325,46.264504
8486,2020-3384,2020-03-17,1,Vente,600000.0,56.0,RUE DES BIOLLES,0008,1170.0,01135,Crozet,01,011350000D0770,0,1.0,Maison,85.0,2.0,S,sols,1390.0,6.02325,46.264504
8489,2020-3386,2020-03-26,1,Vente en l'état futur d'achèvement,510000.0,,MOULIN D EN BAS,B031,1170.0,01071,Cessy,01,01071000AE0205,0,,,,,AB,terrains a bâtir,247.0,6.078235,46.318422
8490,2020-3386,2020-03-26,1,Vente en l'état futur d'achèvement,510000.0,,AU CHATEAU,B013,1170.0,01071,Cessy,01,01071000AE0211,0,,,,,AB,terrains a bâtir,51.0,6.078301,46.318489
8491,2020-3386,2020-03-26,1,Vente en l'état futur d'achèvement,510000.0,,MOULIN D EN BAS,B031,1170.0,01071,Cessy,01,01071000AE0214,0,,,,,AB,terrains a bâtir,138.0,6.07808,46.318263
8492,2020-3387,2020-03-26,1,Vente en l'état futur d'achèvement,483200.0,,MOULIN D EN BAS,B031,1170.0,01071,Cessy,01,01071000AE0222,0,,,,,AB,terrains a bâtir,304.0,6.078052,46.317981
8493,2020-3388,2020-03-27,1,Vente,49000.0,579.0,RUE JOSEPH VIALLAZ,0320,1110.0,01185,Plateau d'Hauteville,01,011850000B0885,0,1.0,Maison,59.0,3.0,S,sols,68.0,5.605924,45.978288
8494,2020-3389,2020-03-13,1,Vente,1695.8,,LA LECHERE EST,B804,1110.0,01185,Plateau d'Hauteville,01,01185417WT0003,0,,,,,P,prés,16958.0,5.603387,45.903243
8497,2020-3391,2020-03-13,1,Vente,1000.0,,PRE DE LA LOYE,B861,1110.0,01185,Plateau d'Hauteville,01,01185417VN0042,0,,,,,P,prés,2958.0,5.59055,45.901859
8498,2020-3391,2020-03-13,1,Vente,1000.0,,TERRES COURTES,B928,1110.0,01185,Plateau d'Hauteville,01,01185417WI0028,0,,,,,BT,taillis simples,1383.0,5.593254,45.914824
8499,2020-3391,2020-03-13,1,Vente,1000.0,,COMBE BRUNET,B723,1110.0,01185,Plateau d'Hauteville,01,01185417WL0012,0,,,,,BT,taillis simples,10196.0,5.594492,45.912984
8500,2020-3392,2020-03-23,3,Vente,235000.0,,LA VIGNETTE SUD,B114,1200.0,01033,Valserhône,01,01033018AE0483,0,,,,,T,terres,7.0,5.816326,46.094401
8501,2020-3392,2020-03-23,3,Vente,235000.0,,LA VIGNETTE SUD,B114,1200.0,01033,Valserhône,01,01033018AE0485,0,,,,,T,terres,9.0,5.816168,46.094426
8503,2020-3393,2020-03-23,1,Vente,360000.0,4.0,ALL DE LA POUDRIERE,0478,1200.0,01033,Valserhône,01,01033000AM0358,0,1.0,Maison,124.0,7.0,S,sols,928.0,5.814861,46.107261
8506,2020-3395,2020-03-25,1,Vente,506350.0,172.0,RUE KONRAD ADENAUER,0004,1630.0,01354,Saint-Genis-Pouilly,01,01354000AW0052,0,1.0,Maison,108.0,5.0,S,sols,333.0,6.033695,46.244638
8507,2020-3395,2020-03-25,1,Vente,506350.0,,MALIVERT,B035,1630.0,01354,Saint-Genis-Pouilly,01,01354000AW0074,0,,,,,S,sols,3440.0,6.034153,46.244124
8509,2020-3397,2020-03-26,1,Vente,3273760.0,,A CHAMPOUSSIER,B008,1150.0,01390,Saint-Vulbas,01,01390000AE0072,0,,,,,T,terres,70000.0,5.28,45.824624
8510,2020-3398,2020-03-05,1,Vente,22000.0,26.0,RTE DES GRANGES,0140,1350.0,01133,Cressin-Rochefort,01,011330000B0445,0,1.0,Maison,44.0,2.0,S,sols,334.0,5.768603,45.78915
8513,2020-3400,2020-03-06,1,Vente,66000.0,,GRANGE DE CHEVROLET,B148,1260.0,01187,Haut Valromey,01,011871760B0107,0,,,,,L,landes,4050.0,5.697648,46.121726
8514,2020-3400,2020-03-06,1,Vente,66000.0,,GRANGE DE CHEVROLET,B148,1260.0,01187,Haut Valromey,01,011871760B0109,0,,,,,L,landes,270.0,5.696097,46.119165
8515,2020-3400,2020-03-06,1,Vente,66000.0,,GRANGE DE CHEVROLET,B148,1260.0,01187,Haut Valromey,01,011871760B0111,0,,,,,L,landes,470.0,5.70111,46.123213
8516,2020-3400,2020-03-06,1,Vente,66000.0,,GRANGE DE CHEVROLET,B148,1260.0,01187,Haut Valromey,01,011871760B0117,0,,,,,L,landes,1070.0,5.70036,46.120538
8517,2020-3400,2020-03-06,1,Vente,66000.0,,GRANGE DE CHEVROLET,B148,1260.0,01187,Haut Valromey,01,011871760B0120,0,,,,,L,landes,13880.0,5.697823,46.116844
8518,2020-3400,2020-03-06,1,Vente,66000.0,,GRANGE DE CHEVROLET,B148,1260.0,01187,Haut Valromey,01,011871760B0122,0,,,,,P,prés,57890.0,5.696608,46.117395
8519,2020-3400,2020-03-06,1,Vente,66000.0,,SUR TROUVANT,B186,1260.0,01187,Haut Valromey,01,011871760B0187,0,,,,,L,landes,10390.0,5.700511,46.119741
8520,2020-3400,2020-03-06,1,Vente,66000.0,,SUR TROUVANT,B186,1260.0,01187,Haut Valromey,01,011871760B0188,0,,,,,L,landes,3550.0,5.700787,46.120489
8521,2020-3400,2020-03-06,1,Vente,66000.0,,SUR TROUVANT,B186,1260.0,01187,Haut Valromey,01,011871760B0714,0,,,,,L,landes,32045.0,5.701994,46.120734
8522,2020-3400,2020-03-06,1,Vente,66000.0,,GRANGE DE CHEVROLET,B148,1260.0,01187,Haut Valromey,01,011871760B0721,0,,,,,L,landes,1885.0,5.701268,46.123118
8523,2020-3400,2020-03-06,1,Vente,66000.0,,GRANGE DE CHEVROLET,B148,1260.0,01187,Haut Valromey,01,011871760B0723,0,,,,,L,landes,4895.0,5.700343,46.121563
8524,2020-3400,2020-03-06,1,Vente,66000.0,,GRANGE DE CHEVROLET,B148,1260.0,01187,Haut Valromey,01,011871760B0726,0,,,,,P,prés,87426.0,5.698582,46.120894
